image_name,labels,emotion_name
william-adolphe-bouguereau_cupid-and-psyche-1889,2,anger
william-adolphe-bouguereau_cupid-with-butterfly-1888,3,awe
william-adolphe-bouguereau_cupid-with-thorn-1894,3,awe
william-adolphe-bouguereau_daisies-1894,3,awe
william-adolphe-bouguereau_dream-of-spring-1901,0,painting
william-adolphe-bouguereau_earrings-1891,3,awe
william-adolphe-bouguereau_elegy-1899,7,fear
william-adolphe-bouguereau_elpieglerie-1895,2,anger
william-adolphe-bouguereau_far-niente-1904,3,awe
william-adolphe-bouguereau_girl-bouquet-1896,2,anger
william-adolphe-bouguereau_girl-holding-lemons-1899,2,anger
william-adolphe-bouguereau_gleaners-1894,0,painting
william-adolphe-bouguereau_head-of-a-little-girl-1888,2,anger
william-adolphe-bouguereau_head-of-a-young-girl-1898,7,fear
william-adolphe-bouguereau_head-study-of-female-face-blonde-1898,3,awe
william-adolphe-bouguereau_head-study-of-female-face-blonde-1898-1,3,awe
william-adolphe-bouguereau_her-first-jewels-1891,3,awe
william-adolphe-bouguereau_in-penitence-1895,0,painting
william-adolphe-bouguereau_inspiration-1898,3,awe
william-adolphe-bouguereau_irene-1897,2,anger
william-adolphe-bouguereau_ladmiration-1897,0,painting
william-adolphe-bouguereau_lady-maxwell-1890,2,anger
william-adolphe-bouguereau_lambs-1897,3,awe
william-adolphe-bouguereau_leveil-heart-1892,0,painting
william-adolphe-bouguereau_little-beggar-1890,2,anger
william-adolphe-bouguereau_little-sulky-1888,2,anger
william-adolphe-bouguereau_love-and-psyche-1899,2,anger
william-adolphe-bouguereau_love-on-the-look-1891,0,painting
william-adolphe-bouguereau_love-s-scerets-1896,2,anger
william-adolphe-bouguereau_love-takes-off-1901,5,disgust
william-adolphe-bouguereau_madame-la-comtesse-de-cambaceres-1895,2,anger
william-adolphe-bouguereau_marguerite-1903,3,awe
william-adolphe-bouguereau_meditation-1885,3,awe
william-adolphe-bouguereau_meditation-1902,2,anger
william-adolphe-bouguereau_modesty-1902,3,awe
william-adolphe-bouguereau_on-greve-1896,3,awe
william-adolphe-bouguereau_pleasant-burden-1895,3,awe
william-adolphe-bouguereau_portrait-of-a-young-girl-1,3,awe
william-adolphe-bouguereau_portrait-of-a-young-girl-crocheting-1889,2,anger
william-adolphe-bouguereau_portrait-of-gabrielle-cot-1890,2,anger
william-adolphe-bouguereau_priestess-1902,3,awe
william-adolphe-bouguereau_psyche-1892,2,anger
william-adolphe-bouguereau_psyche-and-amour-1889,2,anger
william-adolphe-bouguereau_reflexion-1897,3,awe
william-adolphe-bouguereau_reverie-1894,3,awe
william-adolphe-bouguereau_self-portrait-presented-to-m-sage-1886,2,anger
william-adolphe-bouguereau_shepherdess-1889,3,awe
william-adolphe-bouguereau_spring-breeze-1895,5,disgust
william-adolphe-bouguereau_study-of-the-head-of-elize-1896,0,painting
william-adolphe-bouguereau_teen-and-children-1895,3,awe
william-adolphe-bouguereau_the-abduction-of-psyche,0,painting
william-adolphe-bouguereau_the-bohemian-1890,7,fear
william-adolphe-bouguereau_the-broken-pitcher-1891,3,awe
william-adolphe-bouguereau_the-curtsey-1898,2,anger
william-adolphe-bouguereau_the-dressmaker-1898,2,anger
william-adolphe-bouguereau_the-elder-sister-1886,3,awe
william-adolphe-bouguereau_the-first-mourning-1888,7,fear
william-adolphe-bouguereau_the-goose-girl-1891,2,anger
william-adolphe-bouguereau_the-little-marauder-1900,2,anger
william-adolphe-bouguereau_the-madonna-of-the-lilies-1899,2,anger
william-adolphe-bouguereau_the-madonna-of-the-roses-1903,2,anger
william-adolphe-bouguereau_the-snack,2,anger
william-adolphe-bouguereau_the-veil-1898,2,anger
william-adolphe-bouguereau_the-virgin-lamb-1903,3,awe
william-adolphe-bouguereau_the-virgin-with-angels,2,anger
william-adolphe-bouguereau_the-younger-brother-1900,3,awe
william-adolphe-bouguereau_the-younger-brother-1902,3,awe
william-adolphe-bouguereau_thirst-1886,3,awe
william-adolphe-bouguereau_two-sisters-1901,2,anger
william-adolphe-bouguereau_vocation-1896,3,awe
william-adolphe-bouguereau_woman-with-shell-1885,2,anger
william-adolphe-bouguereau_work-interrupted-1891,2,anger
william-adolphe-bouguereau_youth-1893,0,painting
william-adolphe-bouguereau_yvonne-1896,2,anger
william-adolphe-bouguereau_yvonne-1896-1,3,awe
william-baziotes_aquatic-1961,3,awe
william-baziotes_beach-shadows-1947,0,painting
william-baziotes_congo-1954,2,anger
william-baziotes_dusk-1958,7,fear
william-baziotes_dwarf-1947,6,excitement
william-baziotes_eclipse-1950,0,painting
william-baziotes_jungle-night-1953,2,anger
william-baziotes_moon-animal-1950,2,anger
william-baziotes_night-form-1947,0,painting
william-baziotes_night-landscape-1947,0,painting
william-baziotes_opalescent-1962,7,fear
william-baziotes_oriental-1952,6,excitement
william-baziotes_pinwheel-1958,1,amusement
william-baziotes_red-landscape-1957,0,painting
william-baziotes_red-wall-1961,2,anger
william-baziotes_scepter-1961,3,awe
william-baziotes_sea-phantoms-1952,6,excitement
william-baziotes_still-life-1945,3,awe
william-baziotes_the-beach-1955,6,excitement
william-baziotes_the-flesh-eaters-1952,6,excitement
william-baziotes_the-parachutists-1944,2,anger
william-baziotes_the-room-1945,3,awe
william-baziotes_the-web-1946,4,contentment
william-baziotes_untitled-blue-and-burnt-orange-1960,4,contentment
william-baziotes_water-forms-1961,0,painting
william-baziotes_watercolor-1-1958,0,painting
william-baziotes_white-bird-1957,4,contentment
william-baziotes_yellow-net-1946,2,anger
william-blake_a-negro-hung-alive-by-the-ribs-to-a-gallows-1796,4,contentment
william-blake_a-sunshine-holiday-1820(1),2,anger
william-blake_a-white-haired-man-in-a-long-pale-robe-who-flees-from-us-with-his-hands-raised-1794,2,anger
william-blake_and-elohim-created-adam-1795,3,awe
william-blake_andrew-simon-peter-searching-for-christ-1819,2,anger
william-blake_angels-ministering-to-christ-1820,2,anger
william-blake_antaeus-setting-down-dante-and-virgil-in-the-last-circle-of-hell-1827,2,anger
william-blake_archangel-raphael-with-adam-and-eve-1808,2,anger
william-blake_blasphemer,6,excitement
william-blake_christ-appearing-to-his-disciples-after-the-resurrection,2,anger
william-blake_christ-as-the-redeemer-of-man-1808,2,anger
william-blake_christ-in-the-sepulchre,2,anger
william-blake_christ-nailed-to-the-cross-the-third-hour,7,fear
william-blake_christ-refusing-the-banquet-offered-by-satan-1820,0,painting
william-blake_christ-tempted-by-satan-to-turn-the-stones-to-bread-1819,2,anger
william-blake_dante-and-virgil-at-the-gates-of-hell,0,painting
william-blake_elisha-in-the-chamber-on-the-wall-1820,6,excitement
william-blake_glad-day-or-the-dance-of-albion,5,disgust
william-blake_god-judging-adam,6,excitement
william-blake_hecate-the-night-of-enitharmon-s-joy-1795,2,anger
william-blake_illustration-to-book-of-job,7,fear
william-blake_illustration-to-book-of-job-1,6,excitement
william-blake_illustration-to-book-of-job-2,0,painting
william-blake_illustration-to-dante-s-divine-comedy,2,anger
william-blake_illustration-to-dante-s-divine-comedy-1795,2,anger
william-blake_illustration-to-dante-s-divine-comedy-hell,2,anger
william-blake_illustration-to-dante-s-divine-comedy-hell-1,6,excitement
william-blake_illustration-to-dante-s-divine-comedy-hell-2,0,painting
william-blake_illustration-to-dante-s-divine-comedy-hell-3,6,excitement
william-blake_illustration-to-dante-s-divine-comedy-hell-4,6,excitement
william-blake_illustration-to-dante-s-divine-comedy-hell-5,6,excitement
william-blake_illustration-to-dante-s-divine-comedy-purgatory,2,anger
william-blake_illustration-to-milton-s-comus-1820,3,awe
william-blake_illustration-to-milton-s-comus-1820-1,0,painting
william-blake_illustration-to-milton-s-comus-1820-2,2,anger
william-blake_illustration-to-milton-s-comus-1820-3,2,anger
william-blake_illustration-to-milton-s-comus-1820-4,2,anger
william-blake_illustration-to-milton-s-comus-1820-5,3,awe
william-blake_illustration-to-milton-s-l-allegro-and-il-penseroso-1820,2,anger
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1809,6,excitement
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1809-1,2,anger
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1809-2,2,anger
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1815,6,excitement
william-blake_illustration-to-milton-s-on-the-morning-of-christ-s-nativity-1815-1,6,excitement
william-blake_illustration-to-milton-s-paradise-lost-1807,0,painting
william-blake_illustration-to-milton-s-paradise-lost-1807-1,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1807-2,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1807-3,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1807-4,6,excitement
william-blake_illustration-to-milton-s-paradise-lost-1807-5,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1807-6,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1807-7,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1808,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1808-1,2,anger
william-blake_illustration-to-milton-s-paradise-lost-1808-2,6,excitement
william-blake_illustration-to-milton-s-paradise-lost-1808-3,6,excitement
william-blake_illustration-to-milton-s-paradise-lost-1808-4,4,contentment
william-blake_illustration-to-milton-s-paradise-regained-1820,0,painting
william-blake_isaac-newton-1795,2,anger
william-blake_jacob-s-ladder,2,anger
william-blake_job-accepting-charity-1825,3,awe
william-blake_job-and-his-daughters-1800,3,awe
william-blake_last-judgement-1808,2,anger
william-blake_los-1820,2,anger
william-blake_los-entering-the-grave-1820,0,painting
william-blake_melancholy-1820,2,anger
william-blake_milton-s-mysterious-dream-1820,2,anger
william-blake_mirth-1820,2,anger
william-blake_naomi-entreating-ruth-and-orpah-to-return-to-the-land-of-moab-1795,7,fear
william-blake_nebuchadnezzar-1795,6,excitement
william-blake_night-startled-by-the-lark-1820,2,anger
william-blake_oberon-titania-and-puck-with-fairies-dancing(1),3,awe
william-blake_satan-addressing-his-potentates-1818,6,excitement
william-blake_satan-calling-up-his-legions-1804,6,excitement
william-blake_satan-exulting-over-eve-1795,2,anger
william-blake_satan-smiting-job-with-boils-1826,6,excitement
william-blake_sketch-for-satan-watching-the-endearments-of-adam-and-eve,3,awe
william-blake_songs-of-innocence-1825,3,awe
william-blake_study-of-a-classical-maiden,2,anger
william-blake_the-ancient-of-days-1794,2,anger
william-blake_the-angel-of-revelation-1805,0,painting
william-blake_the-angels-appearing-to-the-shepherds-1809,2,anger
william-blake_the-body-of-abel-found-by-adam-eve,6,excitement
william-blake_the-butts-set-1808,5,disgust
william-blake_the-casting-of-the-rebel-angels-into-hell-1808,6,excitement
william-blake_the-descent-of-christ-1820,6,excitement
william-blake_the-ghost-of-a-flea-1820,2,anger
william-blake_the-goblin-1820,0,painting
william-blake_the-good-and-evil-angels,6,excitement
william-blake_the-great-red-dragon-and-the-beast-from-the-sea-1805,6,excitement
william-blake_the-great-red-dragon-and-the-woman-clothed-with-the-sun-1810,5,disgust
william-blake_the-harlot-and-the-giant,4,contentment
william-blake_the-house-of-death,2,anger
william-blake_the-lovers-whirlwind-1827,2,anger
william-blake_the-marriage-of-heaven-hell-1793,2,anger
william-blake_the-nativity-1800,7,fear
william-blake_the-night-of-peace-1815,7,fear
william-blake_the-number-of-the-beast-is-666,6,excitement
william-blake_the-parable-of-the-wise-and-foolish-virgins-1822,6,excitement
william-blake_the-red-dragon-and-the-woman-clothed-with-the-sun-1805,4,contentment
william-blake_the-shrine-of-apollo-milton-s-hymn-on-the-morning-of-christ-s-nativity-1815,2,anger
william-blake_the-soldiers-casting-lots-for-christ-s-garments-1800,6,excitement
william-blake_the-spirit-of-plato-1820,2,anger
william-blake_the-sun-at-his-eastern-gate-1820,2,anger
william-blake_the-sun-in-his-wrath-1820,0,painting
william-blake_the-temptation-and-fall-of-eve-1808,7,fear
william-blake_the-wandering-moon-1820,2,anger
william-blake_the-youthful-poet-s-dream-1820,2,anger
william-blake_when-the-morning-stars-sang-together-1820,2,anger
william-congdon_cambodia-no-1-1960,2,anger
william-congdon_canal-venice-venice-from-the-giudecca-1952,5,disgust
william-congdon_guatemala-no-7-dying-vulture-1957,6,excitement
william-congdon_harbor-scene-1955,1,amusement
william-congdon_india-temples-no-1-sri-ranganathaswamy-temple-tiruchirapalli-1954,6,excitement
william-congdon_india-temples-no-2-sri-ranganathaswamy-temple-tiruchirapalli-1954,6,excitement
william-congdon_istanbul-no-2-1953,4,contentment
william-congdon_luna-7-subiaco-1967,6,excitement
william-congdon_naples-church-1950,7,fear
william-congdon_notre-dame-1955,7,fear
william-congdon_piazza-san-marco-no-25-white-piazza-1957,3,awe
william-congdon_piazza-san-marco-no-5-1958,7,fear
william-congdon_positano-no-6-night-1956,6,excitement
william-congdon_subiaco-1963,3,awe
william-congdon_the-black-city-i-new-york-1949,6,excitement
william-h.-johnson_abraham-lincoln-1945,0,painting
william-h.-johnson_african-woman-study-in-tunis-1932,2,anger
william-h.-johnson_ambulance-on-the-go-1942,7,fear
william-h.-johnson_anna-mae-1944,3,awe
william-h.-johnson_arab-woman-kairouan-1932,7,fear
william-h.-johnson_army-training-1942,3,awe
william-h.-johnson_art-class-three-men-1939,3,awe
william-h.-johnson_blind-singer-street-musicians-1940,0,painting
william-h.-johnson_breakdown-1941,0,painting
william-h.-johnson_caf-1940,0,painting
william-h.-johnson_cagnes-sur-mer-1927,5,disgust
william-h.-johnson_cagnes-sur-mer-1929,6,excitement
william-h.-johnson_chain-gang-1939,7,fear
william-h.-johnson_chalet-in-the-mountains-1938,0,painting
william-h.-johnson_children-at-ice-cream-stand-1939,3,awe
william-h.-johnson_children-dance-1944,5,disgust
william-h.-johnson_classroom-scene-1946,0,painting
william-h.-johnson_commodore-peary-and-henson-at-the-north-pole-1945,0,painting
william-h.-johnson_convalescents-from-somewhere-1944,0,painting
william-h.-johnson_cotton-pickers-1940,0,painting
william-h.-johnson_danish-roadside-1930,3,awe
william-h.-johnson_david-and-goliath-1944,0,painting
william-h.-johnson_deep-south-1941,3,awe
william-h.-johnson_dr-george-washington-carver-1945,3,awe
william-h.-johnson_early-morning-work-1940,7,fear
william-h.-johnson_ezekiel-saw-the-wheel-1945,0,painting
william-h.-johnson_family-portrait-1944,3,awe
william-h.-johnson_farewell-1942,4,contentment
william-h.-johnson_farm-family-1940,0,painting
william-h.-johnson_farm-family-nursing-child-1944,0,painting
william-h.-johnson_female-nude-reclining-on-blue-ground-1940,3,awe
william-h.-johnson_fisherman-1935,6,excitement
william-h.-johnson_flowers-1945,5,disgust
william-h.-johnson_folk-family-1944,3,awe
william-h.-johnson_fruit-trees-and-mountains-1938,2,anger
william-h.-johnson_get-the-war-going-1942,0,painting
william-h.-johnson_girl-in-blue-with-turban-deborah-1940,3,awe
william-h.-johnson_going-to-church-1941,0,painting
william-h.-johnson_harbor-under-the-midnight-sun-1937(1),5,disgust
william-h.-johnson_harlem-street-1941(1),5,disgust
william-h.-johnson_harlem-street-scene-with-full-moon-1940(1),0,painting
william-h.-johnson_high-life-harlem-1940(1),3,awe
william-h.-johnson_jitterbugs-ii-1941(1),0,painting
william-h.-johnson_jitterbugs-iii-1941(1),4,contentment
william-h.-johnson_jitterbugs-iv-1941(1),0,painting
william-h.-johnson_killed-in-action-1942(1),0,painting
william-h.-johnson_knitting-party-1942(1),7,fear
william-h.-johnson_lamentation-1944(1),7,fear
william-h.-johnson_let-my-people-free-1945(1),4,contentment
william-h.-johnson_lift-up-thy-voice-and-sing-1944(1),5,disgust
william-h.-johnson_little-girl-in-orange-1944(1),0,painting
william-h.-johnson_lunchtime-rest-1941(1),4,contentment
william-h.-johnson_male-nude-portrait-bust-1940(1),6,excitement
william-h.-johnson_marian-anderson-1945(1),2,anger
william-h.-johnson_maternal-1944(1),0,painting
william-h.-johnson_moon-over-harlem-1944(1),4,contentment
william-h.-johnson_nat-turner-1945(1),1,amusement
william-h.-johnson_nehru-and-gandhi-1945(1),3,awe
william-h.-johnson_new-born-babe-1939(1),0,painting
william-h.-johnson_new-york-skyline-at-night-1943(1),3,awe
william-h.-johnson_off-to-market-1941(1),0,painting
william-h.-johnson_off-to-war-1942(1),2,anger
william-h.-johnson_operation-room-1942(1),3,awe
william-h.-johnson_peace-1941(1),4,contentment
william-h.-johnson_portrait-of-fletcher-1939(1),2,anger
william-h.-johnson_portrait-of-ilya-bolotowsky-1930(1),0,painting
william-h.-johnson_red-cross-nurses-handing-out-wool-for-knitting-1942(1),7,fear
william-h.-johnson_refugee-1935(1),3,awe
william-h.-johnson_seated-nude-1939(1),0,painting
william-h.-johnson_self-portrait-1929(1),4,contentment
william-h.-johnson_self-portrait-1935(1),4,contentment
william-h.-johnson_sis-and-l-il-sis-1944(1),3,awe
william-h.-johnson_ski-jump-1946,5,disgust
william-h.-johnson_snow-peaks-and-blossoms-1938,4,contentment
william-h.-johnson_sowing-1940,7,fear
william-h.-johnson_still-life-bottles-jugs-pitcher-1938,3,awe
william-h.-johnson_still-life-fruit-bottles-1939,0,painting
william-h.-johnson_swing-low-sweet-chariot-1944,0,painting
william-h.-johnson_teheran-conference-1945,0,painting
william-h.-johnson_three-friends-1945,0,painting
william-h.-johnson_underground-railroad-1945,2,anger
william-hogarth_a-harlot-s-progress-plate-1,2,anger
william-hogarth_a-harlot-s-progress-plate-2,0,painting
william-hogarth_a-harlot-s-progress-plate-3,1,amusement
william-hogarth_a-harlot-s-progress-plate-4,3,awe
william-hogarth_a-harlot-s-progress-plate-5,6,excitement
william-hogarth_a-harlot-s-progress-plate-6,3,awe
william-hogarth_a-just-view-of-the-english-stage-1724,6,excitement
william-hogarth_a-midnight-modern-conversation,0,painting
william-hogarth_after-outdoor-scene,0,painting
william-hogarth_analisis-of-beauty,5,disgust
william-hogarth_beer-street-1751,0,painting
william-hogarth_before,0,painting
william-hogarth_before-1,7,fear
william-hogarth_before-the-seduction-and-after-1731,0,painting
william-hogarth_benefit-ticket-mr-milward-a-bold-stroke-for-a-wife,5,disgust
william-hogarth_blowing-off-about-his-new-copyright-act,2,anger
william-hogarth_caliban-from-the-tempest-of-william-shakespeare,4,contentment
william-hogarth_central-panel-of-the-altar-triptych-w-st-nicholas-bristol,2,anger
william-hogarth_characters-and-caricaturas-1743,0,painting
william-hogarth_columbus-breaking-the-egg-christopher-columbus-1752,0,painting
william-hogarth_credulity-superstition-and-fanaticism,6,excitement
william-hogarth_cruelty-in-perfection-1751,6,excitement
william-hogarth_david-garrick-and-his-wife-1757,0,painting
william-hogarth_david-garrick-as-richard-iii-1745,0,painting
william-hogarth_election-propaganda-1755,3,awe
william-hogarth_emblematical-print-of-the-south-sea-scheme-1721-1,2,anger
william-hogarth_english-librettist-thomas-morell,3,awe
william-hogarth_falstaff-examining-his-recruits-1728,1,amusement
william-hogarth_first-stage-of-cruelty-1751,4,contentment
william-hogarth_frontispiece-and-its-explanation-hurdibras,2,anger
william-hogarth_frontispiece-of-fielding-s-the-tragedy-of-tragedies,0,painting
william-hogarth_george-arnold,3,awe
william-hogarth_gerard-anne-edwards-in-his-cradle-1733,0,painting
william-hogarth_gin-lane-1751,0,painting
william-hogarth_hudibras,1,amusement
william-hogarth_hudibras-encounters-the-skimmington-from-hudibras-by-samuel-butler-1726,5,disgust
william-hogarth_hudibras-first-adventure-from-hudibras-by-samuel-butler,6,excitement
william-hogarth_inigo-jones,2,anger
william-hogarth_john-henley-with-five-unknown-figures,0,painting
william-hogarth_john-wilkes-1763,0,painting
william-hogarth_lame-theater,3,awe
william-hogarth_lord-hervey-and-his-friends,0,painting
william-hogarth_marriage-1735,3,awe
william-hogarth_married-to-an-old-maid,0,painting
william-hogarth_mary-toft-apparently-giving-birth-to-rabbits-1726,0,painting
william-hogarth_miss-mary-edwards-1742,2,anger
william-hogarth_moses-brought-before-pharaoh-s-daughter-1746,3,awe
william-hogarth_moses-brought-to-the-pharaoh-s-daughter-1752,3,awe
william-hogarth_mrs-catherine-edwards-1739,2,anger
william-hogarth_portrait-of-augusta-of-saxe-gotha,2,anger
william-hogarth_portrait-of-bischofs-benjamin-hoadly,3,awe
william-hogarth_portrait-of-captain-coram-1740,3,awe
william-hogarth_portrait-of-dr-benjamin-hoadly,0,painting
william-hogarth_portrait-of-en-francis-dashwood-15th-baron-of-despencer,0,painting
william-hogarth_portrait-of-lady-mary-grey-and-lord-george-grey-1740,0,painting
william-hogarth_portrait-of-lord-george-graham-in-his-saloon,0,painting
william-hogarth_portrait-of-madam-salter-1744,3,awe
william-hogarth_portrait-of-sarah-macholm-in-prison-1733,3,awe
william-hogarth_prospero-and-miranda-from-the-tempest-of-william-shakespeare,2,anger
william-hogarth_royalty-episcopacy-and-law,2,anger
william-hogarth_scene-in-a-tavern-1735,0,painting
william-hogarth_scholars-at-a-lecture,0,painting
william-hogarth_second-stage-of-cruelty-1751,1,amusement
william-hogarth_self-portrait-1745,0,painting
william-hogarth_self-portrait-from-the-gate-of-calais,3,awe
william-hogarth_simon-fraser-11th-baron-lovat,6,excitement
william-hogarth_southwark-fair-1733-1,2,anger
william-hogarth_strolling-actresses-dressing-in-barn-1738,0,painting
william-hogarth_suicide-of-the-countess,3,awe
william-hogarth_surrounded-by-artists-and-professors,0,painting
william-hogarth_taste-in-high-life,1,amusement
william-hogarth_the-arrest-for-theft-1735,7,fear
william-hogarth_the-ashley-and-popple-family-1730,3,awe
william-hogarth_the-banquet-1755,3,awe
william-hogarth_the-bathos,6,excitement
william-hogarth_the-battle-of-the-pictures-1745,7,fear
william-hogarth_the-beggar-s-opera-1729,2,anger
william-hogarth_the-bench,4,contentment
william-hogarth_the-bench-1758,6,excitement
william-hogarth_the-bruiser-charles-churchill-once-the-reverend-in-the-character-of-a-russian-hercules-1763,0,painting
william-hogarth_the-company-of-undertakers,0,painting
william-hogarth_the-countess-s-morning-levee,0,painting
william-hogarth_the-denunciation,0,painting
william-hogarth_the-distrest-poet-1736,3,awe
william-hogarth_the-enraged-musician-1741,0,painting
william-hogarth_the-fishing-party,3,awe
william-hogarth_the-five-orders-of-perriwigs,4,contentment
william-hogarth_the-fountaine-family,0,painting
william-hogarth_the-four-times-of-day-night-1736,6,excitement
william-hogarth_the-gaols-committee-of-the-house-of-commons,2,anger
william-hogarth_the-good-samaritan-1737,3,awe
william-hogarth_the-graham-children-1742,0,painting
william-hogarth_the-heir-1735,0,painting
william-hogarth_the-importance-of-knowing-perspective-absurd-perspectives,3,awe
william-hogarth_the-invasion-england,0,painting
william-hogarth_the-invasion-france,6,excitement
william-hogarth_the-lady-s-last-stake,0,painting
william-hogarth_the-laughing-audience-or-a-pleased-audience,5,disgust
william-hogarth_the-lottery,5,disgust
william-hogarth_the-mackinen-children-1747,0,painting
william-hogarth_the-madhouse-1735,3,awe
william-hogarth_the-march-of-the-guards-to-finchley-1750,2,anger
william-hogarth_the-marriage-contract,3,awe
william-hogarth_the-murder-of-the-count,0,painting
william-hogarth_the-pit,0,painting
william-hogarth_the-polling-1755,3,awe
william-hogarth_the-pool-of-bethesda-1736,2,anger
william-hogarth_the-prison-1735,1,amusement
william-hogarth_the-reward-of-cruelty-1751,4,contentment
william-hogarth_the-roast-beef-of-old-england,6,excitement
william-hogarth_the-servants-of-the-painter,0,painting
william-hogarth_the-shrimp-girl,0,painting
william-hogarth_the-sleeping-church-1729,1,amusement
william-hogarth_the-staymaker,3,awe
william-hogarth_the-strode-family,0,painting
william-hogarth_the-tete-a-tete-1743,0,painting
william-hogarth_the-theft-of-a-watch,5,disgust
william-hogarth_the-times,5,disgust
william-hogarth_the-times-plate-2-1763,4,contentment
william-hogarth_the-triumph-of-representatives-1755,0,painting
william-hogarth_the-wedding-banquet,0,painting
william-hogarth_the-wedding-of-stephen-beckingham-and-mary-cox,2,anger
william-hogarth_the-western-family,0,painting
william-hogarth_time-smoking-a-picture,0,painting
william-hogarth_times-of-the-day-evening,0,painting
william-hogarth_times-of-the-day-morning,3,awe
william-hogarth_times-of-the-day-noon-1738,0,painting
william-hogarth_tyburn-large,2,anger
william-hogarth_untitled-dubbed-the-shrimp-girl-sometimes-the-saleswoman-of-crabs,0,painting
william-hogarth_visit-with-the-quack-doctor,3,awe
william-hogarth_w-a-rake-s-progress-the-gaming-house-1735,0,painting
william-hogarth_wga-a-scene-from-the-beggar-s-opera-1729,7,fear
william-hogarth_william-cavendish-marquess-of-hartington-later-4th-duke-of-devonshire-1741,3,awe
william-hogarth_william-jones-1740,3,awe
william-holman-hunt_a-converted-british-family-sheltering-a-christian-priest-from-the-persecution-of-the-druids-1850,3,awe
william-holman-hunt_asparagus-island,3,awe
william-holman-hunt_bianca,5,disgust
william-holman-hunt_british-artist-william-holman-hunt,0,painting
william-holman-hunt_christ-and-the-two-marys,2,anger
william-holman-hunt_claudio-and-isabella-1850,0,painting
william-holman-hunt_cornfield-at-ewell,2,anger
william-holman-hunt_distant-view-of-nazareth-1861,2,anger
william-holman-hunt_fairlight-downs-sunlight-on-the-sea,2,anger
william-holman-hunt_fishingboats-by-moonlight,2,anger
william-holman-hunt_isabella-and-the-pot-of-basil-1867,2,anger
william-holman-hunt_john-ruskin-s-dead-chick,7,fear
william-holman-hunt_lady-fairbairn-with-her-children-1864,0,painting
william-holman-hunt_london-bridge-on-the-night-of-the-marriage-of-the-prince-and-princess-of-wales-1866,6,excitement
william-holman-hunt_may-morning-on-magdalen-college-tower-oxford,3,awe
william-holman-hunt_morning-hunt,3,awe
william-holman-hunt_my-son-cyril-1877,3,awe
william-holman-hunt_our-english-coasts,2,anger
william-holman-hunt_portrait-of-dante-gabriel-rossetti-1853,6,excitement
william-holman-hunt_portrait-of-fanny-holman-hunt-1868,5,disgust
william-holman-hunt_portrait-of-william-pink,3,awe
william-holman-hunt_rienzi-vowing-to-obtain-justice-for-the-death-of-his-young-brother-slain-in-a-skirmish-between-1848,7,fear
william-holman-hunt_robert-braithwaite-martineau-1860,3,awe
william-holman-hunt_stephen-lushington,2,anger
william-holman-hunt_the-afterglow-in-egypt-19th-century,2,anger
william-holman-hunt_the-awakening-conscience-1853,0,painting
william-holman-hunt_the-birthday-a-portrait-of-the-artist-s-wife-edith,2,anger
william-holman-hunt_the-dead-sea-from-siloam-1855,2,anger
william-holman-hunt_the-eve-of-st-agnes-1867,6,excitement
william-holman-hunt_the-festival-of-st-swithin-or-the-dovecote-1875,2,anger
william-holman-hunt_the-finding-of-the-saviour-in-the-temple-1862,5,disgust
william-holman-hunt_the-hireling-shepherd,3,awe
william-holman-hunt_the-importunate-neighbour-1895,7,fear
william-holman-hunt_the-lady-of-shalott-1,6,excitement
william-holman-hunt_the-lantern-maker-s-courtship,0,painting
william-holman-hunt_the-light-of-the-world,2,anger
william-holman-hunt_the-ponte-vecchio-florence,2,anger
william-holman-hunt_the-scapegoat,2,anger
william-holman-hunt_the-scapegoat-1856,0,painting
william-holman-hunt_the-schoolgirl-s-hymn-1859,2,anger
william-holman-hunt_the-shadow-of-death,2,anger
william-holman-hunt_the-sphinx-at-gizeh-1854,2,anger
william-holman-hunt_the-triumph-of-the-innocents-1876,3,awe
william-holman-hunt_valentine-rescuing-silvia-from-proteus-1851,2,anger
william-james-glackens_1911-for-the-championship-of-the-backlot-league,0,painting
william-james-glackens_29-washington-square-1,3,awe
william-james-glackens_a-stroll-in-the-park,0,painting
william-james-glackens_at-the-beach-1910,3,awe
william-james-glackens_back-of-nude,2,anger
william-james-glackens_bal-bullier-1895,0,painting
william-james-glackens_bathing-at-bellport-1911,3,awe
william-james-glackens_beach-scene-new-london-1918,5,disgust
william-james-glackens_beach-side-1913,3,awe
william-james-glackens_bowlers-la-ciotat-1930,3,awe
william-james-glackens_breakfast-porch-1925,7,fear
william-james-glackens_breezy-day-tugboats-new-york-harbor-1910,6,excitement
william-james-glackens_caf-de-la-paix-1906,0,painting
william-james-glackens_caf-lafayette-portrait-of-kay-laurel-1914,3,awe
